itemID,total_returns,total_orders,return_rate,item_return_category
1422,97,243,0.3992,moderately low
1423,10,39,0.2564,moderately low
1424,1,2,0.5,moderately high
1425,1,5,0.2,low
1426,1,2,0.5,moderately high
1427,3,15,0.2,low
1428,10,37,0.2703,moderately low
1429,3,6,0.5,moderately high
1431,1,2,0.5,moderately high
1434,0,1,0.0,low
1436,28,205,0.1366,low
1437,277,528,0.5246,moderately high
1439,0,13,0.0,low
1440,177,269,0.658,moderately high
1441,21,72,0.2917,moderately low
1442,191,410,0.4659,moderately low
1443,0,3,0.0,low
1444,179,287,0.6237,moderately high
1445,657,1176,0.5587,moderately high
1446,5,95,0.0526,low
1447,6,80,0.075,low
1455,0,1,0.0,low
1460,0,3,0.0,low
1462,1,1,1.0,high
1464,24,47,0.5106,moderately high
1465,106,209,0.5072,moderately high
1466,14,65,0.2154,low
1468,253,439,0.5763,moderately high
1469,561,1040,0.5394,moderately high
1470,676,1738,0.389,moderately low
1471,321,403,0.7965,high
1472,6,154,0.039,low
1473,118,516,0.2287,low
1474,196,418,0.4689,moderately low
1475,50,345,0.1449,low
1476,120,353,0.3399,moderately low
1477,217,478,0.454,moderately low
1478,53,146,0.363,moderately low
1479,206,360,0.5722,moderately high
1480,71,170,0.4176,moderately low
1481,18,56,0.3214,moderately low
1482,11,35,0.3143,moderately low
1483,98,203,0.4828,moderately low
1484,166,314,0.5287,moderately high
1485,334,747,0.4471,moderately low
1486,125,376,0.3324,moderately low
1487,119,275,0.4327,moderately low
1488,266,445,0.5978,moderately high
1489,176,579,0.304,moderately low
1490,154,243,0.6337,moderately high
1491,203,341,0.5953,moderately high
1492,119,396,0.3005,moderately low
1493,38,51,0.7451,moderately high
1494,32,69,0.4638,moderately low
1495,30,39,0.7692,high
1496,162,356,0.4551,moderately low
1497,253,513,0.4932,moderately low
1498,213,505,0.4218,moderately low
1499,110,201,0.5473,moderately high
1500,112,411,0.2725,moderately low
1501,67,165,0.4061,moderately low
1502,70,146,0.4795,moderately low
1503,45,161,0.2795,moderately low
1504,129,213,0.6056,moderately high
1505,345,938,0.3678,moderately low
1506,195,601,0.3245,moderately low
1507,189,763,0.2477,low
1508,109,174,0.6264,moderately high
1509,38,119,0.3193,moderately low
1510,40,78,0.5128,moderately high
1511,26,35,0.7429,moderately high
1512,318,784,0.4056,moderately low
1513,138,255,0.5412,moderately high
1514,44,104,0.4231,moderately low
1515,15,56,0.2679,moderately low
1516,89,212,0.4198,moderately low
1517,352,881,0.3995,moderately low
1518,463,971,0.4768,moderately low
1519,94,372,0.2527,moderately low
1520,203,496,0.4093,moderately low
1521,115,180,0.6389,moderately high
1522,304,447,0.6801,moderately high
1523,24,61,0.3934,moderately low
1524,12,28,0.4286,moderately low
1525,67,91,0.7363,moderately high
1526,168,356,0.4719,moderately low
1527,21,75,0.28,moderately low
1528,4,10,0.4,moderately low
1529,174,266,0.6541,moderately high
1530,230,316,0.7278,moderately high
1531,22,65,0.3385,moderately low
1532,829,2821,0.2939,moderately low
1533,136,234,0.5812,moderately high
1534,210,489,0.4294,moderately low
1535,141,369,0.3821,moderately low
1536,128,227,0.5639,moderately high
1537,113,204,0.5539,moderately high
1538,59,136,0.4338,moderately low
1539,72,273,0.2637,moderately low
1540,37,57,0.6491,moderately high
1541,102,225,0.4533,moderately low
1542,225,358,0.6285,moderately high
1543,25,62,0.4032,moderately low
1544,142,280,0.5071,moderately high
1545,23,46,0.5,moderately high
1546,723,1779,0.4064,moderately low
1547,257,768,0.3346,moderately low
1548,143,438,0.3265,moderately low
1549,75,121,0.6198,moderately high
1550,181,316,0.5728,moderately high
1551,90,208,0.4327,moderately low
1552,231,354,0.6525,moderately high
1553,181,275,0.6582,moderately high
1554,345,561,0.615,moderately high
1555,58,145,0.4,moderately low
1556,238,537,0.4432,moderately low
1557,80,181,0.442,moderately low
1558,226,383,0.5901,moderately high
1559,53,103,0.5146,moderately high
1560,220,401,0.5486,moderately high
1561,99,140,0.7071,moderately high
1562,120,267,0.4494,moderately low
1563,101,154,0.6558,moderately high
1564,88,141,0.6241,moderately high
1565,48,98,0.4898,moderately low
1566,79,121,0.6529,moderately high
1567,111,170,0.6529,moderately high
1568,93,351,0.265,moderately low
1569,201,414,0.4855,moderately low
1570,150,207,0.7246,moderately high
1571,156,234,0.6667,moderately high
1572,108,171,0.6316,moderately high
1573,22,100,0.22,low
1574,210,437,0.4805,moderately low
1575,67,140,0.4786,moderately low
1576,292,551,0.5299,moderately high
1577,165,296,0.5574,moderately high
1578,148,315,0.4698,moderately low
1579,115,216,0.5324,moderately high
1580,50,79,0.6329,moderately high
1581,322,541,0.5952,moderately high
1582,151,266,0.5677,moderately high
1583,51,105,0.4857,moderately low
1584,24,46,0.5217,moderately high
1585,26,65,0.4,moderately low
1586,60,104,0.5769,moderately high
1587,3,10,0.3,moderately low
1588,218,372,0.586,moderately high
1589,146,349,0.4183,moderately low
1590,5,8,0.625,moderately high
1591,85,164,0.5183,moderately high
1592,99,184,0.538,moderately high
1593,180,331,0.5438,moderately high
1594,178,340,0.5235,moderately high
1595,113,210,0.5381,moderately high
1596,109,172,0.6337,moderately high
1597,87,168,0.5179,moderately high
1598,79,222,0.3559,moderately low
1599,157,284,0.5528,moderately high
1600,193,310,0.6226,moderately high
1601,195,297,0.6566,moderately high
1602,5,18,0.2778,moderately low
1603,62,135,0.4593,moderately low
1604,38,144,0.2639,moderately low
1605,34,166,0.2048,low
1606,89,154,0.5779,moderately high
1607,892,1714,0.5204,moderately high
1608,85,146,0.5822,moderately high
1609,89,166,0.5361,moderately high
1610,39,76,0.5132,moderately high
1611,24,41,0.5854,moderately high
1612,54,122,0.4426,moderately low
1613,177,299,0.592,moderately high
1614,21,31,0.6774,moderately high
1615,210,355,0.5915,moderately high
1616,10,44,0.2273,low
1617,105,316,0.3323,moderately low
1618,145,260,0.5577,moderately high
1619,46,166,0.2771,moderately low
1620,227,551,0.412,moderately low
1621,156,288,0.5417,moderately high
1622,252,473,0.5328,moderately high
1623,422,953,0.4428,moderately low
1624,452,682,0.6628,moderately high
1625,147,222,0.6622,moderately high
1626,111,211,0.5261,moderately high
1627,22,49,0.449,moderately low
1628,290,905,0.3204,moderately low
1629,46,201,0.2289,low
1630,605,1208,0.5008,moderately high
1631,28,126,0.2222,low
1632,28,61,0.459,moderately low
1633,122,243,0.5021,moderately high
1634,236,395,0.5975,moderately high
1635,197,426,0.4624,moderately low
1636,203,259,0.7838,high
1637,224,412,0.5437,moderately high
1638,213,432,0.4931,moderately low
1639,159,286,0.5559,moderately high
1640,336,564,0.5957,moderately high
1641,127,270,0.4704,moderately low
1642,202,279,0.724,moderately high
1643,20,51,0.3922,moderately low
1644,25,37,0.6757,moderately high
1645,127,267,0.4757,moderately low
1646,15,47,0.3191,moderately low
1647,233,466,0.5,moderately high
1648,24,52,0.4615,moderately low
1649,15,50,0.3,moderately low
1650,19,55,0.3455,moderately low
1651,166,285,0.5825,moderately high
1652,265,838,0.3162,moderately low
1653,49,95,0.5158,moderately high
1654,61,96,0.6354,moderately high
1655,83,129,0.6434,moderately high
1656,380,746,0.5094,moderately high
1657,292,459,0.6362,moderately high
1658,52,92,0.5652,moderately high
1659,42,96,0.4375,moderately low
1660,113,223,0.5067,moderately high
1661,234,497,0.4708,moderately low
1662,48,108,0.4444,moderately low
1663,12,20,0.6,moderately high
1664,336,797,0.4216,moderately low
1665,33,61,0.541,moderately high
1666,272,603,0.4511,moderately low
1667,279,352,0.7926,high
1668,21,44,0.4773,moderately low
1669,488,761,0.6413,moderately high
1670,243,432,0.5625,moderately high
1671,6,26,0.2308,low
1672,45,100,0.45,moderately low
1673,67,156,0.4295,moderately low
1674,66,142,0.4648,moderately low
1675,86,138,0.6232,moderately high
1676,38,62,0.6129,moderately high
1677,137,447,0.3065,moderately low
1678,33,70,0.4714,moderately low
1679,21,34,0.6176,moderately high
1680,24,50,0.48,moderately low
1681,83,233,0.3562,moderately low
1682,104,179,0.581,moderately high
1683,25,77,0.3247,moderately low
1684,86,181,0.4751,moderately low
1685,166,277,0.5993,moderately high
1686,31,56,0.5536,moderately high
1687,192,488,0.3934,moderately low
1688,31,73,0.4247,moderately low
1689,10,32,0.3125,moderately low
1690,75,110,0.6818,moderately high
1691,171,291,0.5876,moderately high
1692,170,341,0.4985,moderately low
1693,73,134,0.5448,moderately high
1694,80,154,0.5195,moderately high
1695,35,80,0.4375,moderately low
1696,29,51,0.5686,moderately high
1697,196,339,0.5782,moderately high
1698,88,145,0.6069,moderately high
1699,218,346,0.6301,moderately high
1700,198,296,0.6689,moderately high
1701,40,166,0.241,low
1702,225,477,0.4717,moderately low
1703,161,332,0.4849,moderately low
1704,206,415,0.4964,moderately low
1705,189,280,0.675,moderately high
1706,61,104,0.5865,moderately high
1707,11,32,0.3438,moderately low
1708,30,62,0.4839,moderately low
1709,295,535,0.5514,moderately high
1710,101,216,0.4676,moderately low
1711,117,211,0.5545,moderately high
1712,49,110,0.4455,moderately low
1713,104,180,0.5778,moderately high
1714,90,200,0.45,moderately low
1715,19,42,0.4524,moderately low
1716,75,171,0.4386,moderately low
1717,74,166,0.4458,moderately low
1718,235,602,0.3904,moderately low
1719,102,175,0.5829,moderately high
1720,78,133,0.5865,moderately high
1722,89,144,0.6181,moderately high
1723,12,111,0.1081,low
1724,34,59,0.5763,moderately high
1726,80,153,0.5229,moderately high
1727,19,43,0.4419,moderately low
1728,67,145,0.4621,moderately low
1729,11,55,0.2,low
1730,65,99,0.6566,moderately high
1731,27,38,0.7105,moderately high
1732,31,62,0.5,moderately high
1733,55,116,0.4741,moderately low
1734,78,131,0.5954,moderately high
1735,170,290,0.5862,moderately high
1736,185,328,0.564,moderately high
1737,88,207,0.4251,moderately low
1738,52,117,0.4444,moderately low
1739,100,268,0.3731,moderately low
1740,48,107,0.4486,moderately low
1741,195,349,0.5587,moderately high
1742,110,213,0.5164,moderately high
1743,59,173,0.341,moderately low
1744,32,91,0.3516,moderately low
1745,150,270,0.5556,moderately high
1746,28,136,0.2059,low
1747,190,321,0.5919,moderately high
1748,139,954,0.1457,low
1749,296,665,0.4451,moderately low
1750,143,397,0.3602,moderately low
1751,49,105,0.4667,moderately low
1752,29,41,0.7073,moderately high
1753,51,131,0.3893,moderately low
1754,14,38,0.3684,moderately low
1755,115,219,0.5251,moderately high
1756,181,354,0.5113,moderately high
1757,118,440,0.2682,moderately low
1758,185,333,0.5556,moderately high
1759,48,66,0.7273,moderately high
1760,539,797,0.6763,moderately high
1762,37,165,0.2242,low
1764,140,219,0.6393,moderately high
1766,45,84,0.5357,moderately high
1767,23,50,0.46,moderately low
1768,145,274,0.5292,moderately high
1769,45,94,0.4787,moderately low
1770,33,94,0.3511,moderately low
1771,127,223,0.5695,moderately high
1772,209,400,0.5225,moderately high
1773,34,128,0.2656,moderately low
1774,6,20,0.3,moderately low
1775,23,52,0.4423,moderately low
1776,19,49,0.3878,moderately low
1777,186,362,0.5138,moderately high
1778,14,52,0.2692,moderately low
1779,59,110,0.5364,moderately high
1780,37,95,0.3895,moderately low
1781,69,155,0.4452,moderately low
1782,284,394,0.7208,moderately high
1783,65,180,0.3611,moderately low
1784,46,128,0.3594,moderately low
1785,44,97,0.4536,moderately low
1786,76,188,0.4043,moderately low
1787,22,51,0.4314,moderately low
1788,120,252,0.4762,moderately low
1789,13,41,0.3171,moderately low
1790,5,17,0.2941,moderately low
1791,132,215,0.614,moderately high
1792,19,45,0.4222,moderately low
1793,23,42,0.5476,moderately high
1794,28,69,0.4058,moderately low
1795,93,237,0.3924,moderately low
1796,36,61,0.5902,moderately high
1797,61,105,0.581,moderately high
1798,17,34,0.5,moderately high
1799,167,233,0.7167,moderately high
1800,51,102,0.5,moderately high
1801,8,30,0.2667,moderately low
1802,107,307,0.3485,moderately low
1803,27,46,0.587,moderately high
1804,67,193,0.3472,moderately low
1805,3,18,0.1667,low
1806,270,860,0.314,moderately low
1807,165,263,0.6274,moderately high
1808,146,246,0.5935,moderately high
1809,24,64,0.375,moderately low
1810,109,203,0.5369,moderately high
1811,52,90,0.5778,moderately high
1812,83,118,0.7034,moderately high
1813,94,161,0.5839,moderately high
1814,70,107,0.6542,moderately high
1815,164,314,0.5223,moderately high
1816,33,92,0.3587,moderately low
1817,22,35,0.6286,moderately high
1818,30,56,0.5357,moderately high
1819,31,44,0.7045,moderately high
1820,28,72,0.3889,moderately low
1821,95,167,0.5689,moderately high
1822,94,149,0.6309,moderately high
1823,30,44,0.6818,moderately high
1824,55,172,0.3198,moderately low
1825,72,118,0.6102,moderately high
1826,155,249,0.6225,moderately high
1827,125,206,0.6068,moderately high
1828,81,161,0.5031,moderately high
1830,16,77,0.2078,low
1831,31,56,0.5536,moderately high
1832,57,117,0.4872,moderately low
1833,60,96,0.625,moderately high
1834,9,52,0.1731,low
1835,15,64,0.2344,low
1836,62,99,0.6263,moderately high
1837,142,198,0.7172,moderately high
1838,60,151,0.3974,moderately low
1839,52,76,0.6842,moderately high
1840,108,164,0.6585,moderately high
1841,6,16,0.375,moderately low
1842,52,113,0.4602,moderately low
1843,26,56,0.4643,moderately low
1845,71,146,0.4863,moderately low
1846,4,18,0.2222,low
1847,196,381,0.5144,moderately high
1848,63,91,0.6923,moderately high
1849,95,205,0.4634,moderately low
1850,273,473,0.5772,moderately high
1851,137,261,0.5249,moderately high
1852,59,116,0.5086,moderately high
1853,10,25,0.4,moderately low
1854,5,16,0.3125,moderately low
1855,39,105,0.3714,moderately low
1856,23,55,0.4182,moderately low
1857,107,205,0.522,moderately high
1858,46,146,0.3151,moderately low
1859,65,97,0.6701,moderately high
1860,82,177,0.4633,moderately low
1861,138,251,0.5498,moderately high
1862,33,52,0.6346,moderately high
1863,41,76,0.5395,moderately high
1864,280,423,0.6619,moderately high
1865,108,220,0.4909,moderately low
1866,28,86,0.3256,moderately low
1867,81,166,0.488,moderately low
1868,16,125,0.128,low
1869,80,136,0.5882,moderately high
1870,6,17,0.3529,moderately low
1871,103,274,0.3759,moderately low
1872,52,88,0.5909,moderately high
1873,5,18,0.2778,moderately low
1874,42,63,0.6667,moderately high
1875,6,22,0.2727,moderately low
1876,21,78,0.2692,moderately low
1877,2,16,0.125,low
1878,27,54,0.5,moderately high
1879,36,61,0.5902,moderately high
1880,17,37,0.4595,moderately low
1881,47,91,0.5165,moderately high
1882,54,99,0.5455,moderately high
1883,48,116,0.4138,moderately low
1884,133,236,0.5636,moderately high
1885,55,86,0.6395,moderately high
1886,66,110,0.6,moderately high
1887,84,134,0.6269,moderately high
1888,23,68,0.3382,moderately low
1889,35,50,0.7,moderately high
1890,31,51,0.6078,moderately high
1891,18,58,0.3103,moderately low
1892,16,33,0.4848,moderately low
1894,63,218,0.289,moderately low
1895,133,178,0.7472,moderately high
1896,45,60,0.75,high
1897,97,217,0.447,moderately low
1898,19,58,0.3276,moderately low
1899,14,46,0.3043,moderately low
1900,64,144,0.4444,moderately low
1901,7,22,0.3182,moderately low
1902,24,87,0.2759,moderately low
1903,59,103,0.5728,moderately high
1904,0,15,0.0,low
1905,3,7,0.4286,moderately low
1906,1,5,0.2,low
1907,19,101,0.1881,low
1908,5,9,0.5556,moderately high
1909,6,26,0.2308,low
1910,7,38,0.1842,low
1911,4,18,0.2222,low
1912,72,118,0.6102,moderately high
1913,24,41,0.5854,moderately high
1914,0,10,0.0,low
1915,17,54,0.3148,moderately low
1916,21,69,0.3043,moderately low
1917,34,68,0.5,moderately high
1918,2,8,0.25,moderately low
1919,17,100,0.17,low
1920,16,55,0.2909,moderately low
1921,101,167,0.6048,moderately high
1922,201,303,0.6634,moderately high
1923,6,40,0.15,low
1924,132,190,0.6947,moderately high
1925,154,239,0.6444,moderately high
1926,6,31,0.1935,low
1927,41,142,0.2887,moderately low
1928,6,10,0.6,moderately high
1930,133,240,0.5542,moderately high
1931,17,51,0.3333,moderately low
1932,103,190,0.5421,moderately high
1933,92,199,0.4623,moderately low
1934,1,4,0.25,moderately low
1935,5,22,0.2273,low
1936,226,340,0.6647,moderately high
1937,30,60,0.5,moderately high
1938,24,75,0.32,moderately low
1940,19,21,0.9048,high
1941,1,4,0.25,moderately low
1942,13,23,0.5652,moderately high
1943,3,22,0.1364,low
1944,101,137,0.7372,moderately high
1945,7,35,0.2,low
1946,20,63,0.3175,moderately low
1947,2,6,0.3333,moderately low
1948,135,220,0.6136,moderately high
1949,2,11,0.1818,low
1950,31,42,0.7381,moderately high
1951,0,50,0.0,low
1952,11,27,0.4074,moderately low
1953,21,41,0.5122,moderately high
1954,40,85,0.4706,moderately low
1955,19,62,0.3065,moderately low
1956,58,115,0.5043,moderately high
1957,4,44,0.0909,low
1958,193,337,0.5727,moderately high
1959,13,58,0.2241,low
1960,22,66,0.3333,moderately low
1961,20,100,0.2,low
1962,66,126,0.5238,moderately high
1963,15,69,0.2174,low
1964,71,103,0.6893,moderately high
1965,32,76,0.4211,moderately low
1966,30,73,0.411,moderately low
1967,13,27,0.4815,moderately low
1968,23,35,0.6571,moderately high
1969,22,60,0.3667,moderately low
1970,1,14,0.0714,low
1971,6,20,0.3,moderately low
1972,32,52,0.6154,moderately high
1973,39,84,0.4643,moderately low
1974,3,5,0.6,moderately high
1975,2,7,0.2857,moderately low
1977,145,216,0.6713,moderately high
1978,3,22,0.1364,low
1980,7,14,0.5,moderately high
1981,71,156,0.4551,moderately low
1982,32,81,0.3951,moderately low
1983,24,45,0.5333,moderately high
1984,12,37,0.3243,moderately low
1985,7,44,0.1591,low
1986,10,44,0.2273,low
1987,8,32,0.25,moderately low
1988,9,26,0.3462,moderately low
1989,22,38,0.5789,moderately high
1990,15,26,0.5769,moderately high
1991,4,34,0.1176,low
1992,10,44,0.2273,low
1993,5,19,0.2632,moderately low
1994,16,108,0.1481,low
1995,3,11,0.2727,moderately low
1996,7,33,0.2121,low
1997,3,16,0.1875,low
1998,2,8,0.25,moderately low
1999,41,64,0.6406,moderately high
2000,28,55,0.5091,moderately high
2001,43,67,0.6418,moderately high
2002,8,21,0.381,moderately low
2003,23,60,0.3833,moderately low
2004,6,13,0.4615,moderately low
2005,6,22,0.2727,moderately low
2006,4,22,0.1818,low
2007,0,14,0.0,low
2008,40,57,0.7018,moderately high
2009,44,105,0.419,moderately low
2010,261,373,0.6997,moderately high
2011,37,56,0.6607,moderately high
2013,3,12,0.25,moderately low
2014,26,72,0.3611,moderately low
2015,69,124,0.5565,moderately high
2016,39,75,0.52,moderately high
2017,27,54,0.5,moderately high
2018,18,63,0.2857,moderately low
2019,22,97,0.2268,low
2020,23,54,0.4259,moderately low
2021,2,19,0.1053,low
2022,8,20,0.4,moderately low
2023,49,81,0.6049,moderately high
2024,28,55,0.5091,moderately high
2025,2,36,0.0556,low
2026,4,43,0.093,low
2027,4,18,0.2222,low
2028,74,155,0.4774,moderately low
2029,26,61,0.4262,moderately low
2030,28,48,0.5833,moderately high
2031,5,8,0.625,moderately high
2032,1,2,0.5,moderately high
2033,24,37,0.6486,moderately high
2034,2,4,0.5,moderately high
2035,3,5,0.6,moderately high
2036,8,24,0.3333,moderately low
2037,25,66,0.3788,moderately low
2038,30,46,0.6522,moderately high
2039,16,30,0.5333,moderately high
2040,34,55,0.6182,moderately high
2042,27,58,0.4655,moderately low
2043,9,37,0.2432,low
2044,20,75,0.2667,moderately low
2045,35,66,0.5303,moderately high
2046,27,37,0.7297,moderately high
2047,17,25,0.68,moderately high
2048,19,51,0.3725,moderately low
2049,14,30,0.4667,moderately low
2050,15,25,0.6,moderately high
2051,23,36,0.6389,moderately high
2052,12,30,0.4,moderately low
2053,21,36,0.5833,moderately high
2054,5,19,0.2632,moderately low
2055,1,6,0.1667,low
2056,39,79,0.4937,moderately low
2057,13,20,0.65,moderately high
2058,51,89,0.573,moderately high
2059,2,8,0.25,moderately low
2060,4,17,0.2353,low
2061,10,36,0.2778,moderately low
2062,32,55,0.5818,moderately high
2063,8,19,0.4211,moderately low
2064,37,96,0.3854,moderately low
2065,17,170,0.1,low
2066,73,140,0.5214,moderately high
2067,6,16,0.375,moderately low
2068,11,18,0.6111,moderately high
2069,0,2,0.0,low
2070,19,55,0.3455,moderately low
2071,7,45,0.1556,low
2072,19,35,0.5429,moderately high
2073,63,88,0.7159,moderately high
2074,25,51,0.4902,moderately low
2075,34,79,0.4304,moderately low
2076,9,52,0.1731,low
2077,13,41,0.3171,moderately low
2078,17,39,0.4359,moderately low
2079,16,62,0.2581,moderately low
2080,207,395,0.5241,moderately high
2081,30,56,0.5357,moderately high
2082,52,103,0.5049,moderately high
2083,19,30,0.6333,moderately high
2084,27,118,0.2288,low
2085,3,59,0.0508,low
2086,73,174,0.4195,moderately low
2087,24,43,0.5581,moderately high
2088,34,82,0.4146,moderately low
2089,12,42,0.2857,moderately low
2090,2,13,0.1538,low
2091,77,99,0.7778,high
2092,79,115,0.687,moderately high
2093,17,60,0.2833,moderately low
2094,0,32,0.0,low
2095,2,5,0.4,moderately low
2096,20,46,0.4348,moderately low
2097,16,32,0.5,moderately high
2098,25,42,0.5952,moderately high
2099,39,58,0.6724,moderately high
2100,9,146,0.0616,low
2101,32,118,0.2712,moderately low
2102,7,16,0.4375,moderately low
2103,1,23,0.0435,low
2104,44,77,0.5714,moderately high
2105,15,61,0.2459,low
2106,13,32,0.4062,moderately low
2107,13,30,0.4333,moderately low
2108,0,36,0.0,low
2109,33,71,0.4648,moderately low
2110,2,15,0.1333,low
2111,3,11,0.2727,moderately low
2112,12,51,0.2353,low
2113,52,82,0.6341,moderately high
2114,0,8,0.0,low
2115,0,20,0.0,low
2116,98,187,0.5241,moderately high
2117,2,5,0.4,moderately low
2118,20,52,0.3846,moderately low
2119,20,30,0.6667,moderately high
2120,0,2,0.0,low
2121,0,18,0.0,low
2122,4,29,0.1379,low
2123,3,6,0.5,moderately high
2124,0,9,0.0,low
2125,5,14,0.3571,moderately low
2126,8,29,0.2759,moderately low
2127,1,5,0.2,low
2128,2,15,0.1333,low
2129,34,70,0.4857,moderately low
2130,3,23,0.1304,low
2131,11,21,0.5238,moderately high
2132,10,17,0.5882,moderately high
2133,1,10,0.1,low
2135,22,49,0.449,moderately low
2136,15,53,0.283,moderately low
2137,29,46,0.6304,moderately high
2139,8,15,0.5333,moderately high
2140,8,23,0.3478,moderately low
2141,20,32,0.625,moderately high
2143,27,42,0.6429,moderately high
2144,52,73,0.7123,moderately high
2145,7,12,0.5833,moderately high
2146,0,15,0.0,low
2147,0,22,0.0,low
2148,1,40,0.025,low
2149,136,207,0.657,moderately high
2150,8,13,0.6154,moderately high
2151,8,25,0.32,moderately low
2152,5,15,0.3333,moderately low
2153,2,4,0.5,moderately high
2154,13,58,0.2241,low
2155,3,27,0.1111,low
2156,3,12,0.25,moderately low
2157,1,4,0.25,moderately low
2158,3,41,0.0732,low
2159,0,6,0.0,low
2160,0,12,0.0,low
2161,21,63,0.3333,moderately low
2162,4,45,0.0889,low
2163,4,9,0.4444,moderately low
2164,5,21,0.2381,low
2165,3,23,0.1304,low
2166,33,72,0.4583,moderately low
2167,5,10,0.5,moderately high
2168,16,32,0.5,moderately high
2169,35,75,0.4667,moderately low
2170,20,28,0.7143,moderately high
2171,19,27,0.7037,moderately high
2172,24,75,0.32,moderately low
2173,12,39,0.3077,moderately low
2174,14,28,0.5,moderately high
2175,13,35,0.3714,moderately low
2176,7,12,0.5833,moderately high
2179,9,24,0.375,moderately low
2180,14,33,0.4242,moderately low
2181,4,26,0.1538,low
2182,0,3,0.0,low
2183,11,34,0.3235,moderately low
2184,3,6,0.5,moderately high
2187,4,12,0.3333,moderately low
2189,1,5,0.2,low
2190,15,30,0.5,moderately high
2191,4,14,0.2857,moderately low
2193,12,30,0.4,moderately low
2194,9,20,0.45,moderately low
2195,0,1,0.0,low
2196,25,50,0.5,moderately high
2197,14,32,0.4375,moderately low
2198,90,179,0.5028,moderately high
2199,1,9,0.1111,low
2201,9,15,0.6,moderately high
2202,1,3,0.3333,moderately low
2203,5,20,0.25,moderately low
2204,0,1,0.0,low
2205,0,4,0.0,low
2206,12,32,0.375,moderately low
2207,1,9,0.1111,low
2208,5,15,0.3333,moderately low
2209,5,5,1.0,high
2210,0,1,0.0,low
2211,0,1,0.0,low
2213,0,5,0.0,low
2214,4,15,0.2667,moderately low
2215,6,13,0.4615,moderately low
2216,8,14,0.5714,moderately high
2217,2,11,0.1818,low
2218,0,5,0.0,low
2219,0,3,0.0,low
2220,1,2,0.5,moderately high
2221,3,12,0.25,moderately low
2224,7,17,0.4118,moderately low
2226,22,35,0.6286,moderately high
2227,8,13,0.6154,moderately high
2228,0,2,0.0,low
2229,2,9,0.2222,low
2230,2,4,0.5,moderately high
2231,3,6,0.5,moderately high
2232,2,3,0.6667,moderately high
2233,0,1,0.0,low
2236,0,1,0.0,low
2237,0,1,0.0,low
2238,3,15,0.2,low
2239,3,6,0.5,moderately high
2240,1,3,0.3333,moderately low
2241,1,2,0.5,moderately high
2242,96,149,0.6443,moderately high
2243,49,117,0.4188,moderately low
2244,311,742,0.4191,moderately low
2245,162,243,0.6667,moderately high
2246,57,148,0.3851,moderately low
2247,28,67,0.4179,moderately low
2248,15,50,0.3,moderately low
2249,0,4,0.0,low
2250,75,157,0.4777,moderately low
2251,10,15,0.6667,moderately high
2252,43,120,0.3583,moderately low
2253,4,6,0.6667,moderately high
2254,74,137,0.5401,moderately high
2255,42,75,0.56,moderately high
2256,4,9,0.4444,moderately low
2257,7,18,0.3889,moderately low
2258,57,97,0.5876,moderately high
2259,1,1,1.0,high
2260,70,142,0.493,moderately low
2261,33,88,0.375,moderately low
2262,2,8,0.25,moderately low
2263,91,184,0.4946,moderately low
2264,10,39,0.2564,moderately low
2265,29,56,0.5179,moderately high
2266,2,2,1.0,high
2267,0,2,0.0,low
2268,1,2,0.5,moderately high
2269,40,98,0.4082,moderately low
2270,40,88,0.4545,moderately low
2271,0,1,0.0,low
2274,2,4,0.5,moderately high
2275,2,3,0.6667,moderately high
2276,4,8,0.5,moderately high
2277,0,1,0.0,low
2278,1,11,0.0909,low
2279,1,1,1.0,high
2280,128,205,0.6244,moderately high
2281,1,1,1.0,high
2282,1,3,0.3333,moderately low
2283,0,1,0.0,low
2284,5,24,0.2083,low
2285,10,17,0.5882,moderately high
2286,1,1,1.0,high
2287,1,1,1.0,high
2288,8,17,0.4706,moderately low
2289,2,7,0.2857,moderately low
2291,2,3,0.6667,moderately high
2292,0,2,0.0,low
2293,0,3,0.0,low
2294,0,1,0.0,low
2296,3,11,0.2727,moderately low
2297,1,1,1.0,high
2298,1,1,1.0,high
2299,1,2,0.5,moderately high
2300,0,2,0.0,low
2301,5,12,0.4167,moderately low
2302,5,6,0.8333,high
2303,2,3,0.6667,moderately high
2304,1,1,1.0,high
2305,2,5,0.4,moderately low
2306,0,1,0.0,low
2307,9,16,0.5625,moderately high
2308,4,9,0.4444,moderately low
2309,3,3,1.0,high
2311,1,1,1.0,high
2312,4,5,0.8,high
2313,1,3,0.3333,moderately low
2314,2,9,0.2222,low
2315,0,2,0.0,low
2316,0,1,0.0,low
2317,34,46,0.7391,moderately high
2318,55,146,0.3767,moderately low
2319,38,69,0.5507,moderately high
2320,5,21,0.2381,low
2321,18,22,0.8182,high
2322,0,2,0.0,low
2323,1,2,0.5,moderately high
2324,132,245,0.5388,moderately high
2325,81,123,0.6585,moderately high
2326,184,714,0.2577,moderately low
2327,35,51,0.6863,moderately high
2328,175,281,0.6228,moderately high
2329,6,15,0.4,moderately low
2330,30,63,0.4762,moderately low
2331,301,715,0.421,moderately low
2332,61,119,0.5126,moderately high
2333,15,29,0.5172,moderately high
2334,663,1984,0.3342,moderately low
2335,232,540,0.4296,moderately low
2336,376,810,0.4642,moderately low
2337,255,369,0.6911,moderately high
2338,3,3,1.0,high
2339,2,2,1.0,high
