customerID,total_returns,total_orders,return_rate,customer_return_behavior
12401,3,5,0.6,moderately high
12404,1,2,0.5,moderately high
12405,0,3,0.0,low
12406,3,4,0.75,high
12412,0,1,0.0,low
12413,3,6,0.5,moderately high
12417,0,1,0.0,low
12422,2,6,0.3333333333333333,moderately low
12428,3,3,1.0,high
12429,2,4,0.5,moderately high
12433,0,1,0.0,low
12434,18,33,0.5454545454545454,moderately high
12436,3,10,0.3,moderately low
12437,5,12,0.4166666666666667,moderately low
12441,0,3,0.0,low
12443,0,17,0.0,low
12445,0,3,0.0,low
12447,1,2,0.5,moderately high
12453,5,6,0.8333333333333334,high
12454,1,2,0.5,moderately high
12456,3,5,0.6,moderately high
12457,2,2,1.0,high
12460,10,12,0.8333333333333334,high
12462,1,2,0.5,moderately high
12463,0,5,0.0,low
12466,7,9,0.7777777777777778,high
12467,0,1,0.0,low
12468,7,7,1.0,high
12470,12,20,0.6,moderately high
12475,9,18,0.5,moderately high
12477,9,15,0.6,moderately high
12481,13,14,0.9285714285714286,high
12483,1,3,0.3333333333333333,moderately low
12485,0,5,0.0,low
12486,2,4,0.5,moderately high
12487,10,18,0.5555555555555556,moderately high
12491,0,1,0.0,low
12496,1,2,0.5,moderately high
12497,0,2,0.0,low
12502,6,7,0.8571428571428571,high
12503,1,9,0.1111111111111111,low
12505,3,5,0.6,moderately high
12507,13,17,0.7647058823529411,high
12512,0,1,0.0,low
12525,5,7,0.7142857142857143,moderately high
12531,2,7,0.2857142857142857,moderately low
12532,9,16,0.5625,moderately high
12540,8,18,0.4444444444444444,moderately low
12542,2,5,0.4,moderately low
12543,1,4,0.25,moderately low
12547,6,6,1.0,high
12548,0,5,0.0,low
12550,2,4,0.5,moderately high
12552,9,15,0.6,moderately high
12553,2,2,1.0,high
12555,7,11,0.6363636363636364,moderately high
12556,1,1,1.0,high
12558,0,2,0.0,low
12559,2,6,0.3333333333333333,moderately low
12560,3,3,1.0,high
12562,0,3,0.0,low
12565,0,4,0.0,low
12566,4,11,0.36363636363636365,moderately low
12567,3,3,1.0,high
12568,0,2,0.0,low
12569,0,1,0.0,low
12572,1,1,1.0,high
12575,6,10,0.6,moderately high
12576,4,10,0.4,moderately low
12578,0,6,0.0,low
12582,2,6,0.3333333333333333,moderately low
12589,8,18,0.4444444444444444,moderately low
12591,11,12,0.9166666666666666,high
12592,3,4,0.75,high
12595,8,12,0.6666666666666666,moderately high
12603,6,15,0.4,moderately low
12606,3,7,0.42857142857142855,moderately low
12608,10,13,0.7692307692307693,high
12609,1,18,0.05555555555555555,low
12610,11,36,0.3055555555555556,moderately low
12616,5,17,0.29411764705882354,moderately low
12617,0,7,0.0,low
12618,4,5,0.8,high
12623,1,2,0.5,moderately high
12624,6,12,0.5,moderately high
12630,2,7,0.2857142857142857,moderately low
12632,0,5,0.0,low
12636,0,3,0.0,low
12639,2,3,0.6666666666666666,moderately high
12645,18,23,0.782608695652174,high
12646,3,9,0.3333333333333333,moderately low
12647,2,10,0.2,low
12649,4,8,0.5,moderately high
12652,1,4,0.25,moderately low
12653,0,1,0.0,low
12657,5,8,0.625,moderately high
12660,1,3,0.3333333333333333,moderately low
12670,11,31,0.3548387096774194,moderately low
12671,1,2,0.5,moderately high
12674,5,8,0.625,moderately high
12677,5,8,0.625,moderately high
12679,4,7,0.5714285714285714,moderately high
12683,4,7,0.5714285714285714,moderately high
12684,4,7,0.5714285714285714,moderately high
12685,2,3,0.6666666666666666,moderately high
12691,9,13,0.6923076923076923,moderately high
12692,9,23,0.391304347826087,moderately low
12694,2,6,0.3333333333333333,moderately low
12696,5,11,0.45454545454545453,moderately low
12700,1,4,0.25,moderately low
12706,3,8,0.375,moderately low
12707,6,10,0.6,moderately high
12709,5,5,1.0,high
12713,4,10,0.4,moderately low
12717,7,15,0.4666666666666667,moderately low
12721,12,14,0.8571428571428571,high
12724,0,6,0.0,low
12725,0,1,0.0,low
12726,1,1,1.0,high
12732,8,17,0.47058823529411764,moderately low
12733,2,4,0.5,moderately high
12735,3,5,0.6,moderately high
12738,1,8,0.125,low
12744,0,1,0.0,low
12745,2,4,0.5,moderately high
12746,0,1,0.0,low
12747,1,2,0.5,moderately high
12749,0,1,0.0,low
12752,2,2,1.0,high
12753,1,3,0.3333333333333333,moderately low
12759,0,1,0.0,low
12761,5,10,0.5,moderately high
12764,4,6,0.6666666666666666,moderately high
12765,3,3,1.0,high
12766,10,12,0.8333333333333334,high
12772,2,4,0.5,moderately high
12773,0,2,0.0,low
12776,1,6,0.16666666666666666,low
12780,3,4,0.75,high
12782,7,8,0.875,high
12784,0,3,0.0,low
12786,5,8,0.625,moderately high
12787,2,4,0.5,moderately high
12792,6,9,0.6666666666666666,moderately high
12793,0,5,0.0,low
12795,0,2,0.0,low
12804,2,7,0.2857142857142857,moderately low
12809,3,4,0.75,high
12810,2,3,0.6666666666666666,moderately high
12816,0,3,0.0,low
12817,4,6,0.6666666666666666,moderately high
12820,0,7,0.0,low
12821,8,12,0.6666666666666666,moderately high
12829,1,2,0.5,moderately high
12830,1,6,0.16666666666666666,low
12834,4,7,0.5714285714285714,moderately high
12839,1,4,0.25,moderately low
12840,2,6,0.3333333333333333,moderately low
12849,18,25,0.72,moderately high
12850,0,2,0.0,low
12852,0,10,0.0,low
12856,2,2,1.0,high
12857,9,15,0.6,moderately high
12858,4,8,0.5,moderately high
12863,26,38,0.6842105263157895,moderately high
12865,0,1,0.0,low
12869,0,4,0.0,low
12871,3,19,0.15789473684210525,low
12873,2,5,0.4,moderately low
12884,2,3,0.6666666666666666,moderately high
12886,2,2,1.0,high
12887,8,9,0.8888888888888888,high
12891,11,15,0.7333333333333333,moderately high
12894,2,10,0.2,low
12895,1,2,0.5,moderately high
12896,3,6,0.5,moderately high
12900,1,4,0.25,moderately low
12901,1,2,0.5,moderately high
12905,0,1,0.0,low
12906,5,8,0.625,moderately high
12912,4,7,0.5714285714285714,moderately high
12915,1,3,0.3333333333333333,moderately low
12916,0,3,0.0,low
12917,3,7,0.42857142857142855,moderately low
12919,4,4,1.0,high
12920,3,5,0.6,moderately high
12921,8,15,0.5333333333333333,moderately high
12926,3,4,0.75,high
12928,3,4,0.75,high
12930,21,61,0.3442622950819672,moderately low
12934,6,12,0.5,moderately high
12935,0,4,0.0,low
12938,9,11,0.8181818181818182,high
12943,4,7,0.5714285714285714,moderately high
12944,2,6,0.3333333333333333,moderately low
12945,0,1,0.0,low
12949,17,21,0.8095238095238095,high
12955,3,8,0.375,moderately low
12956,1,1,1.0,high
12958,1,3,0.3333333333333333,moderately low
12964,17,22,0.7727272727272727,high
12965,2,4,0.5,moderately high
12966,1,3,0.3333333333333333,moderately low
12969,5,7,0.7142857142857143,moderately high
12970,1,1,1.0,high
12972,0,1,0.0,low
12974,1,5,0.2,low
12975,0,1,0.0,low
12976,2,2,1.0,high
12978,5,5,1.0,high
12979,8,16,0.5,moderately high
12982,0,2,0.0,low
12987,5,7,0.7142857142857143,moderately high
12989,3,3,1.0,high
12991,20,26,0.7692307692307693,high
12992,0,1,0.0,low
12993,1,10,0.1,low
12994,0,2,0.0,low
12995,2,3,0.6666666666666666,moderately high
12996,0,3,0.0,low
12997,4,12,0.3333333333333333,moderately low
13000,3,22,0.13636363636363635,low
13004,0,5,0.0,low
13014,0,1,0.0,low
13017,5,14,0.35714285714285715,moderately low
13021,1,2,0.5,moderately high
13022,1,2,0.5,moderately high
13026,2,6,0.3333333333333333,moderately low
13027,8,10,0.8,high
13031,2,5,0.4,moderately low
13035,2,6,0.3333333333333333,moderately low
13039,4,12,0.3333333333333333,moderately low
13041,2,4,0.5,moderately high
13045,11,17,0.6470588235294118,moderately high
13050,3,10,0.3,moderately low
13051,0,7,0.0,low
13054,0,3,0.0,low
13058,10,13,0.7692307692307693,high
13059,1,5,0.2,low
13061,1,2,0.5,moderately high
13062,0,1,0.0,low
13063,2,4,0.5,moderately high
13065,0,1,0.0,low
13068,7,11,0.6363636363636364,moderately high
13070,1,4,0.25,moderately low
13072,0,3,0.0,low
13081,0,4,0.0,low
13082,7,10,0.7,moderately high
13083,9,10,0.9,high
13085,0,4,0.0,low
13089,7,10,0.7,moderately high
13090,12,17,0.7058823529411765,moderately high
13093,2,5,0.4,moderately low
13095,0,1,0.0,low
13096,1,3,0.3333333333333333,moderately low
13105,3,4,0.75,high
13108,5,6,0.8333333333333334,high
13110,4,9,0.4444444444444444,moderately low
13113,1,4,0.25,moderately low
13115,1,3,0.3333333333333333,moderately low
13116,32,44,0.7272727272727273,moderately high
13120,6,7,0.8571428571428571,high
13121,3,4,0.75,high
13122,2,6,0.3333333333333333,moderately low
13124,1,6,0.16666666666666666,low
13137,0,1,0.0,low
13141,3,5,0.6,moderately high
13143,1,4,0.25,moderately low
13144,4,15,0.26666666666666666,moderately low
13150,1,5,0.2,low
13151,4,6,0.6666666666666666,moderately high
13153,6,7,0.8571428571428571,high
13161,2,3,0.6666666666666666,moderately high
13172,14,19,0.7368421052631579,moderately high
13174,3,4,0.75,high
13175,4,5,0.8,high
13180,1,2,0.5,moderately high
13181,3,5,0.6,moderately high
13182,4,8,0.5,moderately high
13186,0,2,0.0,low
13188,3,8,0.375,moderately low
13189,0,1,0.0,low
13190,0,2,0.0,low
13193,0,8,0.0,low
13196,1,5,0.2,low
13197,0,1,0.0,low
13198,6,8,0.75,high
13204,1,2,0.5,moderately high
13206,8,14,0.5714285714285714,moderately high
13207,5,9,0.5555555555555556,moderately high
13209,4,10,0.4,moderately low
13210,1,2,0.5,moderately high
13212,1,2,0.5,moderately high
13218,6,7,0.8571428571428571,high
13221,17,25,0.68,moderately high
13222,0,1,0.0,low
13229,11,16,0.6875,moderately high
13234,1,1,1.0,high
13235,0,6,0.0,low
13236,1,4,0.25,moderately low
13240,8,14,0.5714285714285714,moderately high
13242,13,23,0.5652173913043478,moderately high
13243,6,11,0.5454545454545454,moderately high
13249,6,8,0.75,high
13250,3,11,0.2727272727272727,moderately low
13256,0,1,0.0,low
13257,1,2,0.5,moderately high
13260,18,28,0.6428571428571429,moderately high
13267,5,6,0.8333333333333334,high
13268,0,4,0.0,low
13269,12,21,0.5714285714285714,moderately high
13270,2,9,0.2222222222222222,low
13273,2,5,0.4,moderately low
13275,5,5,1.0,high
13276,0,3,0.0,low
13278,15,17,0.8823529411764706,high
13279,8,11,0.7272727272727273,moderately high
13280,5,9,0.5555555555555556,moderately high
13282,1,4,0.25,moderately low
13283,0,1,0.0,low
13284,2,2,1.0,high
13286,3,6,0.5,moderately high
13294,2,2,1.0,high
13302,2,4,0.5,moderately high
13303,2,6,0.3333333333333333,moderately low
13306,10,10,1.0,high
13311,3,9,0.3333333333333333,moderately low
13314,11,23,0.4782608695652174,moderately low
13316,4,5,0.8,high
13317,8,13,0.6153846153846154,moderately high
13322,7,10,0.7,moderately high
13323,1,2,0.5,moderately high
13324,1,2,0.5,moderately high
13325,0,1,0.0,low
13327,3,3,1.0,high
13328,28,35,0.8,high
13329,2,3,0.6666666666666666,moderately high
13332,7,14,0.5,moderately high
13333,0,3,0.0,low
13335,0,2,0.0,low
13338,0,1,0.0,low
13340,6,9,0.6666666666666666,moderately high
13342,1,4,0.25,moderately low
13343,9,11,0.8181818181818182,high
13348,0,2,0.0,low
13351,2,4,0.5,moderately high
13352,8,14,0.5714285714285714,moderately high
13354,2,3,0.6666666666666666,moderately high
13355,11,13,0.8461538461538461,high
13359,1,2,0.5,moderately high
13360,10,13,0.7692307692307693,high
13364,1,5,0.2,low
13368,4,6,0.6666666666666666,moderately high
13369,0,1,0.0,low
13370,1,3,0.3333333333333333,moderately low
13372,2,5,0.4,moderately low
13376,12,19,0.631578947368421,moderately high
13378,10,25,0.4,moderately low
13381,33,52,0.6346153846153846,moderately high
13384,2,3,0.6666666666666666,moderately high
13385,0,3,0.0,low
13386,0,1,0.0,low
13393,2,15,0.13333333333333333,low
13394,3,6,0.5,moderately high
13398,0,2,0.0,low
13402,1,1,1.0,high
13404,5,8,0.625,moderately high
13409,5,12,0.4166666666666667,moderately low
13412,4,10,0.4,moderately low
13415,1,5,0.2,low
13418,2,4,0.5,moderately high
13420,7,9,0.7777777777777778,high
13423,0,1,0.0,low
13427,5,7,0.7142857142857143,moderately high
13435,0,3,0.0,low
13442,1,5,0.2,low
13443,0,1,0.0,low
13447,1,2,0.5,moderately high
13448,0,2,0.0,low
13449,0,2,0.0,low
13453,3,8,0.375,moderately low
13455,11,26,0.4230769230769231,moderately low
13458,3,7,0.42857142857142855,moderately low
13463,1,4,0.25,moderately low
13464,2,3,0.6666666666666666,moderately high
13470,2,6,0.3333333333333333,moderately low
13477,2,5,0.4,moderately low
13481,1,1,1.0,high
13484,0,4,0.0,low
13487,0,7,0.0,low
13490,15,23,0.6521739130434783,moderately high
13491,0,5,0.0,low
13493,2,3,0.6666666666666666,moderately high
13495,25,32,0.78125,high
13499,0,2,0.0,low
13500,0,19,0.0,low
13509,11,16,0.6875,moderately high
13513,3,8,0.375,moderately low
13514,0,1,0.0,low
13515,9,13,0.6923076923076923,moderately high
13516,1,6,0.16666666666666666,low
13518,9,15,0.6,moderately high
13519,9,14,0.6428571428571429,moderately high
13525,7,9,0.7777777777777778,high
13529,0,2,0.0,low
13532,7,8,0.875,high
13534,9,9,1.0,high
13535,1,2,0.5,moderately high
13537,1,7,0.14285714285714285,low
13540,2,3,0.6666666666666666,moderately high
13543,1,10,0.1,low
13558,3,7,0.42857142857142855,moderately low
13560,0,1,0.0,low
13562,3,3,1.0,high
13566,3,4,0.75,high
13569,2,6,0.3333333333333333,moderately low
13573,1,2,0.5,moderately high
13575,6,7,0.8571428571428571,high
13579,4,10,0.4,moderately low
13580,6,8,0.75,high
13581,8,26,0.3076923076923077,moderately low
13583,8,16,0.5,moderately high
13586,1,2,0.5,moderately high
13587,4,13,0.3076923076923077,moderately low
13590,10,14,0.7142857142857143,moderately high
13594,3,5,0.6,moderately high
13595,8,10,0.8,high
13599,1,5,0.2,low
13602,3,9,0.3333333333333333,moderately low
13604,6,7,0.8571428571428571,high
13609,0,1,0.0,low
13610,1,2,0.5,moderately high
13612,2,5,0.4,moderately low
13615,0,4,0.0,low
13617,0,1,0.0,low
13621,0,2,0.0,low
13622,6,12,0.5,moderately high
13626,0,1,0.0,low
13629,5,11,0.45454545454545453,moderately low
13631,1,2,0.5,moderately high
13635,0,7,0.0,low
13639,6,10,0.6,moderately high
13640,9,22,0.4090909090909091,moderately low
13642,15,15,1.0,high
13643,1,2,0.5,moderately high
13646,0,1,0.0,low
13648,13,16,0.8125,high
13657,6,10,0.6,moderately high
13660,3,8,0.375,moderately low
13665,0,2,0.0,low
13666,5,7,0.7142857142857143,moderately high
13668,9,11,0.8181818181818182,high
13670,4,7,0.5714285714285714,moderately high
13671,1,2,0.5,moderately high
13676,1,2,0.5,moderately high
13681,1,1,1.0,high
13682,2,6,0.3333333333333333,moderately low
13683,14,18,0.7777777777777778,high
13685,0,2,0.0,low
13688,2,3,0.6666666666666666,moderately high
13689,2,5,0.4,moderately low
13693,2,5,0.4,moderately low
13695,2,5,0.4,moderately low
13700,0,2,0.0,low
13701,0,1,0.0,low
13702,10,14,0.7142857142857143,moderately high
13703,2,5,0.4,moderately low
13704,2,3,0.6666666666666666,moderately high
13707,13,17,0.7647058823529411,high
13710,5,6,0.8333333333333334,high
13711,0,1,0.0,low
13719,2,4,0.5,moderately high
13724,0,1,0.0,low
13729,4,20,0.2,low
13739,1,5,0.2,low
13746,3,8,0.375,moderately low
13749,10,16,0.625,moderately high
13754,1,3,0.3333333333333333,moderately low
13755,3,12,0.25,moderately low
13756,5,11,0.45454545454545453,moderately low
13757,2,3,0.6666666666666666,moderately high
13762,0,3,0.0,low
13764,1,1,1.0,high
13766,3,4,0.75,high
13770,3,4,0.75,high
13773,3,4,0.75,high
13775,0,2,0.0,low
13777,8,9,0.8888888888888888,high
13779,1,6,0.16666666666666666,low
13780,3,5,0.6,moderately high
13783,9,18,0.5,moderately high
13784,5,5,1.0,high
13785,0,2,0.0,low
13787,10,16,0.625,moderately high
13795,0,12,0.0,low
13798,0,2,0.0,low
13801,0,1,0.0,low
13802,0,3,0.0,low
13804,1,2,0.5,moderately high
13807,1,2,0.5,moderately high
13811,0,4,0.0,low
13812,5,6,0.8333333333333334,high
13816,4,4,1.0,high
13819,15,17,0.8823529411764706,high
13822,0,1,0.0,low
13832,0,3,0.0,low
13835,6,6,1.0,high
13837,15,19,0.7894736842105263,high
13838,1,3,0.3333333333333333,moderately low
13839,16,70,0.22857142857142856,low
13843,3,6,0.5,moderately high
13844,1,2,0.5,moderately high
13846,2,3,0.6666666666666666,moderately high
13849,0,1,0.0,low
13851,0,2,0.0,low
13852,0,3,0.0,low
13853,7,13,0.5384615384615384,moderately high
13857,2,4,0.5,moderately high
13858,5,8,0.625,moderately high
13859,7,8,0.875,high
13860,12,26,0.46153846153846156,moderately low
13863,7,13,0.5384615384615384,moderately high
13871,8,12,0.6666666666666666,moderately high
13872,7,10,0.7,moderately high
13873,9,14,0.6428571428571429,moderately high
13874,3,6,0.5,moderately high
13876,2,10,0.2,low
13877,3,4,0.75,high
13878,13,18,0.7222222222222222,moderately high
13880,10,19,0.5263157894736842,moderately high
13884,6,9,0.6666666666666666,moderately high
13886,8,9,0.8888888888888888,high
13900,3,5,0.6,moderately high
13905,0,2,0.0,low
13911,0,4,0.0,low
13915,4,4,1.0,high
13916,1,3,0.3333333333333333,moderately low
13919,2,3,0.6666666666666666,moderately high
13921,1,8,0.125,low
13922,3,3,1.0,high
13923,1,6,0.16666666666666666,low
13925,3,4,0.75,high
13928,5,7,0.7142857142857143,moderately high
13934,1,8,0.125,low
13935,1,11,0.09090909090909091,low
13947,5,8,0.625,moderately high
13949,0,1,0.0,low
13955,2,4,0.5,moderately high
13960,16,32,0.5,moderately high
13961,1,10,0.1,low
13964,1,5,0.2,low
13967,1,1,1.0,high
13971,0,3,0.0,low
13976,5,7,0.7142857142857143,moderately high
13982,0,1,0.0,low
13984,3,7,0.42857142857142855,moderately low
13985,8,16,0.5,moderately high
13986,0,3,0.0,low
13987,8,9,0.8888888888888888,high
13990,11,25,0.44,moderately low
13992,0,2,0.0,low
13995,3,9,0.3333333333333333,moderately low
13997,7,15,0.4666666666666667,moderately low
13998,0,2,0.0,low
13999,4,20,0.2,low
14000,6,14,0.42857142857142855,moderately low
14002,1,3,0.3333333333333333,moderately low
14003,8,12,0.6666666666666666,moderately high
14004,2,4,0.5,moderately high
14006,10,18,0.5555555555555556,moderately high
14007,6,10,0.6,moderately high
14008,4,7,0.5714285714285714,moderately high
14009,0,2,0.0,low
14013,2,3,0.6666666666666666,moderately high
14014,4,8,0.5,moderately high
14017,0,1,0.0,low
14018,2,11,0.18181818181818182,low
14021,2,9,0.2222222222222222,low
14023,1,5,0.2,low
14027,2,2,1.0,high
14028,6,6,1.0,high
14030,1,2,0.5,moderately high
14031,1,5,0.2,low
14033,0,6,0.0,low
14035,0,2,0.0,low
14036,0,1,0.0,low
14038,10,12,0.8333333333333334,high
14040,5,6,0.8333333333333334,high
14044,1,5,0.2,low
14056,0,2,0.0,low
14058,0,1,0.0,low
14059,9,16,0.5625,moderately high
14065,2,15,0.13333333333333333,low
14067,4,5,0.8,high
14070,1,2,0.5,moderately high
14079,0,1,0.0,low
14080,2,2,1.0,high
14081,4,8,0.5,moderately high
14090,1,3,0.3333333333333333,moderately low
14093,9,14,0.6428571428571429,moderately high
14102,1,2,0.5,moderately high
14103,4,4,1.0,high
14105,0,2,0.0,low
14107,1,3,0.3333333333333333,moderately low
14113,3,4,0.75,high
14114,4,5,0.8,high
14115,4,5,0.8,high
14116,1,2,0.5,moderately high
14117,13,24,0.5416666666666666,moderately high
14123,4,7,0.5714285714285714,moderately high
14126,0,2,0.0,low
14127,12,20,0.6,moderately high
14129,11,14,0.7857142857142857,high
14131,7,13,0.5384615384615384,moderately high
14133,3,4,0.75,high
14135,11,16,0.6875,moderately high
14136,1,3,0.3333333333333333,moderately low
14138,3,3,1.0,high
14140,5,7,0.7142857142857143,moderately high
14142,8,8,1.0,high
14144,13,20,0.65,moderately high
14149,0,6,0.0,low
14150,0,5,0.0,low
14156,6,14,0.42857142857142855,moderately low
14158,0,8,0.0,low
14160,6,13,0.46153846153846156,moderately low
14162,1,4,0.25,moderately low
14166,6,9,0.6666666666666666,moderately high
14170,13,16,0.8125,high
14172,0,5,0.0,low
14173,2,7,0.2857142857142857,moderately low
14174,0,1,0.0,low
14176,2,10,0.2,low
14178,2,7,0.2857142857142857,moderately low
14181,0,1,0.0,low
14182,0,3,0.0,low
14183,0,1,0.0,low
14187,0,3,0.0,low
14192,0,7,0.0,low
14194,6,17,0.35294117647058826,moderately low
14198,1,2,0.5,moderately high
14199,9,16,0.5625,moderately high
14201,14,25,0.56,moderately high
14202,7,20,0.35,moderately low
14203,3,4,0.75,high
14210,3,6,0.5,moderately high
14212,2,5,0.4,moderately low
14215,2,7,0.2857142857142857,moderately low
14217,3,3,1.0,high
14219,3,6,0.5,moderately high
14221,1,3,0.3333333333333333,moderately low
14223,7,13,0.5384615384615384,moderately high
14226,2,6,0.3333333333333333,moderately low
14230,2,4,0.5,moderately high
14231,7,12,0.5833333333333334,moderately high
14234,7,17,0.4117647058823529,moderately low
14235,0,1,0.0,low
14238,1,10,0.1,low
14242,1,6,0.16666666666666666,low
14243,3,10,0.3,moderately low
14244,3,4,0.75,high
14245,4,5,0.8,high
14246,0,7,0.0,low
14247,1,4,0.25,moderately low
14251,9,16,0.5625,moderately high
14257,1,2,0.5,moderately high
14265,2,7,0.2857142857142857,moderately low
14266,0,3,0.0,low
14270,1,3,0.3333333333333333,moderately low
14271,1,5,0.2,low
14274,3,3,1.0,high
14281,4,6,0.6666666666666666,moderately high
14285,13,15,0.8666666666666667,high
14292,16,28,0.5714285714285714,moderately high
14293,7,17,0.4117647058823529,moderately low
14300,0,16,0.0,low
14303,4,7,0.5714285714285714,moderately high
14304,1,3,0.3333333333333333,moderately low
14305,0,1,0.0,low
14306,5,7,0.7142857142857143,moderately high
14308,1,8,0.125,low
14311,11,19,0.5789473684210527,moderately high
14312,0,1,0.0,low
14315,11,17,0.6470588235294118,moderately high
14316,4,4,1.0,high
14317,1,4,0.25,moderately low
14320,1,3,0.3333333333333333,moderately low
14330,1,4,0.25,moderately low
14331,1,4,0.25,moderately low
14333,11,17,0.6470588235294118,moderately high
14335,5,7,0.7142857142857143,moderately high
14340,0,1,0.0,low
14344,3,6,0.5,moderately high
14347,1,1,1.0,high
14350,0,1,0.0,low
14351,0,7,0.0,low
14352,5,13,0.38461538461538464,moderately low
14355,0,2,0.0,low
14356,1,5,0.2,low
14357,33,53,0.6226415094339622,moderately high
14359,9,15,0.6,moderately high
14360,9,11,0.8181818181818182,high
14361,6,8,0.75,high
14366,6,6,1.0,high
14368,3,4,0.75,high
14372,2,2,1.0,high
14375,1,5,0.2,low
14379,0,2,0.0,low
14382,11,12,0.9166666666666666,high
14384,6,9,0.6666666666666666,moderately high
14386,1,4,0.25,moderately low
14388,2,9,0.2222222222222222,low
14391,0,4,0.0,low
14392,4,4,1.0,high
14394,2,4,0.5,moderately high
14400,0,1,0.0,low
14403,1,4,0.25,moderately low
14404,0,6,0.0,low
14406,2,8,0.25,moderately low
14409,9,16,0.5625,moderately high
14410,0,5,0.0,low
14412,6,13,0.46153846153846156,moderately low
14419,0,2,0.0,low
14423,0,2,0.0,low
14424,2,3,0.6666666666666666,moderately high
14426,0,2,0.0,low
14428,1,2,0.5,moderately high
14430,10,14,0.7142857142857143,moderately high
14432,5,9,0.5555555555555556,moderately high
14433,1,3,0.3333333333333333,moderately low
14434,4,8,0.5,moderately high
14440,1,1,1.0,high
14445,1,2,0.5,moderately high
14447,9,13,0.6923076923076923,moderately high
14450,1,4,0.25,moderately low
14451,1,1,1.0,high
14453,0,1,0.0,low
14466,0,1,0.0,low
14469,4,12,0.3333333333333333,moderately low
14472,0,4,0.0,low
14475,1,11,0.09090909090909091,low
14477,4,7,0.5714285714285714,moderately high
14480,0,2,0.0,low
14485,0,1,0.0,low
14487,0,2,0.0,low
14488,2,3,0.6666666666666666,moderately high
14489,14,32,0.4375,moderately low
14490,0,6,0.0,low
14492,4,5,0.8,high
14493,5,14,0.35714285714285715,moderately low
14495,6,9,0.6666666666666666,moderately high
14501,33,58,0.5689655172413793,moderately high
14502,6,9,0.6666666666666666,moderately high
14504,2,3,0.6666666666666666,moderately high
14509,3,5,0.6,moderately high
14510,0,2,0.0,low
14511,0,6,0.0,low
14512,0,2,0.0,low
14513,1,2,0.5,moderately high
14518,1,7,0.14285714285714285,low
14520,1,1,1.0,high
14523,7,8,0.875,high
14524,1,3,0.3333333333333333,moderately low
14530,0,3,0.0,low
14534,3,5,0.6,moderately high
14535,25,40,0.625,moderately high
14537,2,7,0.2857142857142857,moderately low
14542,4,8,0.5,moderately high
14545,0,1,0.0,low
14549,0,1,0.0,low
14555,10,18,0.5555555555555556,moderately high
14556,10,17,0.5882352941176471,moderately high
14557,4,7,0.5714285714285714,moderately high
14559,0,1,0.0,low
14560,0,2,0.0,low
14563,0,1,0.0,low
14564,2,3,0.6666666666666666,moderately high
14566,1,2,0.5,moderately high
14567,17,28,0.6071428571428571,moderately high
14569,1,8,0.125,low
14580,7,10,0.7,moderately high
14584,20,24,0.8333333333333334,high
14586,2,10,0.2,low
14588,2,7,0.2857142857142857,moderately low
14589,12,13,0.9230769230769231,high
14593,3,6,0.5,moderately high
14594,0,1,0.0,low
14601,0,5,0.0,low
14603,7,9,0.7777777777777778,high
14604,7,9,0.7777777777777778,high
14606,17,25,0.68,moderately high
14607,3,5,0.6,moderately high
14612,6,13,0.46153846153846156,moderately low
14614,7,40,0.175,low
14616,18,40,0.45,moderately low
14620,3,3,1.0,high
14622,1,1,1.0,high
14625,0,8,0.0,low
14628,1,2,0.5,moderately high
14632,1,5,0.2,low
14634,1,3,0.3333333333333333,moderately low
14642,4,6,0.6666666666666666,moderately high
14643,1,2,0.5,moderately high
14648,6,8,0.75,high
14649,4,8,0.5,moderately high
14650,0,3,0.0,low
14651,4,7,0.5714285714285714,moderately high
14654,4,5,0.8,high
14657,1,2,0.5,moderately high
14658,11,27,0.4074074074074074,moderately low
14660,2,3,0.6666666666666666,moderately high
14661,1,3,0.3333333333333333,moderately low
14662,5,6,0.8333333333333334,high
14664,1,5,0.2,low
14666,1,3,0.3333333333333333,moderately low
14668,0,1,0.0,low
14669,1,5,0.2,low
14671,4,15,0.26666666666666666,moderately low
14674,4,11,0.36363636363636365,moderately low
14675,0,1,0.0,low
14676,3,6,0.5,moderately high
14680,0,1,0.0,low
14683,2,2,1.0,high
14685,20,24,0.8333333333333334,high
14686,0,3,0.0,low
14688,3,3,1.0,high
14689,7,24,0.2916666666666667,moderately low
14690,0,1,0.0,low
14691,0,1,0.0,low
14692,4,8,0.5,moderately high
14693,4,10,0.4,moderately low
14694,23,29,0.7931034482758621,high
14696,18,34,0.5294117647058824,moderately high
14699,0,2,0.0,low
14703,4,10,0.4,moderately low
14704,0,1,0.0,low
14706,2,3,0.6666666666666666,moderately high
14707,4,7,0.5714285714285714,moderately high
14708,3,11,0.2727272727272727,moderately low
14709,3,4,0.75,high
14710,2,3,0.6666666666666666,moderately high
14711,0,4,0.0,low
14716,35,40,0.875,high
14723,8,22,0.36363636363636365,moderately low
14725,7,8,0.875,high
14726,9,13,0.6923076923076923,moderately high
14729,0,2,0.0,low
14731,1,2,0.5,moderately high
14732,7,14,0.5,moderately high
14738,4,4,1.0,high
14743,0,4,0.0,low
14748,6,7,0.8571428571428571,high
14749,0,3,0.0,low
14753,4,6,0.6666666666666666,moderately high
14754,5,6,0.8333333333333334,high
14759,0,1,0.0,low
14761,1,7,0.14285714285714285,low
